Geography,Geographic Area Name,Total Population,Total Population MOE,Male,Male MOE,Male Under 5 years,Male Under 5 years MOE,Male 5 to 9 years,Male 5 to 9 years MOE,Male 10 to 14 years,Male 10 to 14 years MOE,Male 15 to 17 years,Male 15 to 17 years MOE,Male 18 and 19 years,Male 18 and 19 years MOE,Male 20 years,Male 20 years MOE,Male 21 years,Male 21 years MOE,Male 22 to 24 years,Male 22 to 24 years MOE,Male 25 to 29 years,Male 25 to 29 years MOE,Male 30 to 34 years,Male 30 to 34 years MOE,Male 35 to 39 years,Male 35 to 39 years MOE,Male 40 to 44 years,Male 40 to 44 years MOE,Male 45 to 49 years,Male 45 to 49 years MOE,Male 50 to 54 years,Male 50 to 54 years MOE,Male 55 to 59 years,Male 55 to 59 years MOE,Male 60 and 61 years,Male 60 and 61 years MOE,Male 62 to 64 years,Male 62 to 64 years MOE,Male 65 and 66 years,Male 65 and 66 years MOE,Male 67 to 69 years,Male 67 to 69 years MOE,Male 70 to 74 years,Male 70 to 74 years MOE,Male 75 to 79 years,Male 75 to 79 years MOE,Male 80 to 84 years,Male 80 to 84 years MOE,Male 85 years and over,Male 85 years and over MOE,Female,Female MOE,Female Under 5 years,Female Under 5 years MOE,Female 5 to 9 years,Female 5 to 9 years MOE,Female 10 to 14 years,Female 10 to 14 years MOE,Female 15 to 17 years,Female 15 to 17 years MOE,Female 18 and 19 years,Female 18 and 19 years MOE,Female 20 years,Female 20 years MOE,Female 21 years,Female 21 years MOE,Female 22 to 24 years,Female 22 to 24 years MOE,Female 25 to 29 years,Female 25 to 29 years MOE,Female 30 to 34 years,Female 30 to 34 years MOE,Female 35 to 39 years,Female 35 to 39 years MOE,Female 40 to 44 years,Female 40 to 44 years MOE,Female 45 to 49 years,Female 45 to 49 years MOE,Female 50 to 54 years,Female 50 to 54 years MOE,Female 55 to 59 years,Female 55 to 59 years MOE,Female 60 and 61 years,Female 60 and 61 years MOE,Female 62 to 64 years,Female 62 to 64 years MOE,Female 65 and 66 years,Female 65 and 66 years MOE,Female 67 to 69 years,Female 67 to 69 years MOE,Female 70 to 74 years,Female 70 to 74 years MOE,Female 75 to 79 years,Female 75 to 79 years MOE,Female 80 to 84 years,Female 80 to 84 years MOE,Female 85 years and over,Female 85 years and over MOE
1500000US010890106261,Block Group 1; Census Tract 106.26; Madison County; Alabama,905,229,506,163,0,13,29,55,0,13,0,13,134,74,65,76,71,70,49,47,54,66,36,51,1,2,0,13,0,13,0,13,22,37,0,13,19,33,0,13,0,13,0,13,0,13,26,43,0,13,399,160,0,13,0,13,0,13,17,30,70,76,44,55,0,13,54,64,30,55,21,36,1,3,0,13,0,13,16,27,29,47,41,49,0,13,0,13,0,13,26,43,42,67,0,13,8,14
1500000US010890106262,Block Group 2; Census Tract 106.26; Madison County; Alabama,1591,404,663,166,0,13,86,78,111,163,0,13,0,13,0,13,15,25,186,113,105,96,0,13,0,13,65,74,0,13,19,34,55,83,0,13,0,13,21,33,0,13,0,13,0,13,0,13,0,13,928,311,151,176,35,57,0,13,33,56,0,13,93,126,0,13,58,67,168,139,73,118,196,141,29,50,52,75,18,30,0,13,0,13,22,37,0,13,0,13,0,13,0,13,0,13,0,13
1500000US010890106263,Block Group 3; Census Tract 106.26; Madison County; Alabama,1515,445,720,233,66,105,36,44,18,38,0,13,0,13,0,13,0,13,33,34,172,128,37,57,0,13,34,54,108,107,45,52,27,44,19,32,0,13,0,13,19,33,60,62,28,44,0,13,18,30,795,313,68,104,106,133,0,13,0,13,0,13,0,13,0,13,76,74,66,75,0,13,80,123,107,112,30,36,48,55,71,93,0,13,0,13,45,73,23,37,29,44,46,51,0,13,0,13
1500000US010890106271,Block Group 1; Census Tract 106.27; Madison County; Alabama,2028,649,1228,499,39,63,43,69,0,13,0,13,107,170,0,13,0,13,380,319,186,173,34,55,42,68,0,13,0,13,57,44,86,62,16,27,98,109,34,43,12,24,14,23,32,39,48,50,0,13,800,284,39,63,0,13,39,68,0,13,0,13,18,31,0,13,230,197,51,78,0,13,38,61,43,67,18,31,141,108,55,55,15,24,0,13,34,43,22,23,1,2,56,50,0,13,0,13
1500000US010890106272,Block Group 2; Census Tract 106.27; Madison County; Alabama,1649,501,982,369,45,69,0,13,129,108,0,13,86,133,109,156,0,13,119,143,100,102,157,151,28,33,54,80,0,13,88,95,67,59,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,667,227,24,53,0,13,0,13,64,102,0,13,0,13,26,45,46,53,68,78,246,84,0,13,59,86,0,13,78,91,0,13,0,13,0,13,0,13,14,23,23,24,19,40,0,13,0,13
1500000US010890106273,Block Group 3; Census Tract 106.27; Madison County; Alabama,1217,321,632,221,49,63,0,13,0,13,0,13,39,58,0,13,0,13,163,120,205,141,35,56,35,51,36,66,15,28,26,36,0,13,0,13,0,13,0,13,29,47,0,13,0,13,0,13,0,13,585,252,0,13,8,16,0,13,58,87,0,13,0,13,0,13,17,37,305,206,68,62,7,15,0,13,0,13,0,13,37,64,57,64,0,13,0,13,0,13,0,13,0,13,0,13,28,45
1500000US010890106281,Block Group 1; Census Tract 106.28; Madison County; Alabama,1502,638,899,463,36,40,49,74,0,13,53,79,34,49,0,13,0,13,174,230,60,59,36,37,53,50,14,23,0,13,57,66,39,33,216,213,14,26,13,20,12,20,6,16,33,36,0,13,0,13,603,198,16,29,37,45,9,16,0,13,0,13,0,13,0,13,0,13,30,40,12,21,39,39,0,13,135,164,100,76,42,41,90,84,14,21,4,10,12,19,28,33,13,20,0,13,22,35
1500000US010890106282,Block Group 2; Census Tract 106.28; Madison County; Alabama,2287,523,1148,338,93,80,69,84,115,93,122,89,10,22,0,13,0,13,36,42,90,98,74,54,86,76,53,58,150,91,56,50,41,34,0,13,45,39,10,17,7,15,67,57,24,27,0,13,0,13,1139,268,57,56,29,45,161,108,58,52,0,13,21,42,0,13,68,62,38,46,33,33,113,76,130,65,66,65,84,69,77,71,33,34,0,13,30,40,36,34,57,51,12,20,36,33,0,13
1500000US010890106291,Block Group 1; Census Tract 106.29; Madison County; Alabama,2569,447,1251,249,25,38,58,71,150,105,51,50,20,29,7,13,11,19,19,28,35,43,106,70,98,85,93,64,112,80,111,63,181,103,0,13,99,57,4,13,0,13,7,16,43,38,13,23,8,13,1318,284,136,123,50,55,191,185,130,90,0,13,0,13,0,13,75,82,8,19,88,63,26,26,131,94,60,51,178,92,9,15,65,52,60,52,5,13,0,13,63,47,28,36,0,13,15,25
1500000US010890106292,Block Group 2; Census Tract 106.29; Madison County; Alabama,2665,732,1526,523,42,39,265,290,94,97,11,18,76,115,0,13,28,33,28,32,74,85,193,216,200,160,26,30,66,64,12,19,144,127,29,31,21,32,42,45,77,79,88,70,0,13,10,16,0,13,1139,289,0,13,82,92,76,55,53,52,14,20,0,13,0,13,52,40,13,23,115,85,136,139,58,56,69,52,173,139,54,57,30,33,40,47,6,12,104,75,8,14,43,39,13,20,0,13
1500000US010890106301,Block Group 1; Census Tract 106.30; Madison County; Alabama,1214,510,613,267,0,13,0,13,0,13,106,120,42,48,0,13,9,14,7,17,37,47,0,13,0,13,22,33,32,40,119,129,94,67,0,13,20,22,46,41,0,13,42,35,12,18,12,25,13,20,601,258,12,23,0,13,0,13,131,135,16,25,0,13,9,19,0,13,26,32,20,36,0,13,0,13,73,52,90,103,79,54,0,13,36,24,12,19,26,28,19,32,14,28,26,39,12,20
1500000US010890106302,Block Group 2; Census Tract 106.30; Madison County; Alabama,2002,317,1028,258,86,42,75,49,55,70,0,13,0,13,25,47,13,24,51,50,54,55,199,114,33,38,27,34,12,21,67,46,157,80,24,27,37,34,21,28,0,13,54,37,23,23,8,15,7,12,974,192,55,50,16,24,123,71,35,39,0,13,14,24,0,13,32,35,138,128,99,60,38,36,15,18,19,25,133,74,38,34,48,33,25,30,27,33,41,37,39,37,24,23,15,16,0,13
1500000US010890106311,Block Group 1; Census Tract 106.31; Madison County; Alabama,2931,539,1762,398,179,109,141,108,225,139,76,105,18,31,0,13,28,40,21,33,152,85,92,96,196,82,93,87,164,119,157,139,68,84,19,30,18,27,43,43,12,19,25,29,0,13,35,39,0,13,1169,283,0,13,63,78,79,65,87,70,10,18,0,13,0,13,21,24,144,114,116,75,139,68,50,43,183,134,35,41,94,62,32,43,12,20,37,40,55,61,0,13,0,13,0,13,12,19
1500000US010890106312,Block Group 2; Census Tract 106.31; Madison County; Alabama,2340,410,1058,194,26,27,17,22,52,44,41,50,7,14,0,13,0,13,25,29,14,23,108,72,60,50,17,20,98,67,109,88,109,70,25,36,86,60,88,85,41,47,43,33,27,33,52,38,13,21,1282,267,71,85,134,106,66,49,97,57,5,10,0,13,0,13,13,19,22,34,107,73,78,52,40,34,82,51,92,87,86,53,64,57,60,48,65,87,42,42,38,33,30,33,68,50,22,25
1500000US010890107031,Block Group 1; Census Tract 107.03; Madison County; Alabama,1613,437,784,230,22,26,94,99,72,60,8,18,12,17,0,13,4,9,24,36,66,65,23,32,137,112,25,43,96,87,0,13,60,53,32,41,25,30,10,16,20,35,2,6,32,42,20,34,0,13,829,343,184,162,75,104,43,54,13,24,0,13,0,13,0,13,38,46,49,58,47,52,156,91,19,35,35,34,12,16,54,40,29,33,13,19,32,41,0,13,0,13,0,13,30,37,0,13
1500000US010890107032,Block Group 2; Census Tract 107.03; Madison County; Alabama,4546,655,2091,342,74,90,219,134,162,90,23,31,26,30,0,13,11,24,141,119,48,52,271,125,170,93,60,58,228,98,183,115,157,114,35,41,67,90,17,26,31,34,88,75,39,40,15,22,26,29,2455,417,225,124,147,114,200,81,63,58,62,56,0,13,0,13,141,158,193,118,181,125,134,102,168,111,164,99,316,140,96,66,25,38,24,64,77,74,34,32,76,58,48,50,58,59,23,35
1500000US010890107041,Block Group 1; Census Tract 107.04; Madison County; Alabama,2656,514,1340,313,77,65,179,93,171,97,45,49,0,13,0,13,0,13,83,78,0,13,65,68,21,34,73,76,62,51,17,28,206,97,64,78,16,26,35,38,50,46,120,137,43,35,13,22,0,13,1316,268,44,58,52,51,135,72,46,45,68,82,38,46,0,13,0,13,51,62,45,54,103,70,61,46,94,72,78,55,128,85,19,30,68,76,0,13,77,59,47,43,108,101,31,39,23,28
1500000US010890107042,Block Group 2; Census Tract 107.04; Madison County; Alabama,2050,775,886,363,54,68,22,36,56,58,0,13,0,13,0,13,28,42,0,13,63,81,192,229,66,61,81,95,21,36,115,83,23,37,32,45,45,54,34,36,36,41,0,13,0,13,0,13,18,30,1164,483,55,75,18,28,51,46,0,13,0,13,32,47,0,13,0,13,35,53,42,34,98,91,20,31,82,91,236,275,31,44,46,46,193,203,15,25,44,50,48,49,0,13,76,73,42,78
1500000US010890107043,Block Group 3; Census Tract 107.04; Madison County; Alabama,1538,427,830,331,0,13,0,13,0,13,2,4,136,171,0,13,17,29,32,39,89,136,49,56,58,58,110,105,17,25,48,50,70,57,0,13,57,72,26,41,0,13,17,27,8,14,32,38,62,62,708,242,17,32,71,61,32,42,0,13,24,40,25,39,1,4,0,13,20,37,9,16,62,57,18,30,136,85,32,37,51,46,12,20,51,55,43,52,19,30,15,25,38,34,16,26,16,24
1500000US010890107051,Block Group 1; Census Tract 107.05; Madison County; Alabama,944,324,475,185,0,13,0,13,2,46,36,56,33,44,0,13,66,90,0,13,26,40,56,64,38,56,1,2,88,63,1,20,0,13,33,41,18,36,19,22,0,13,12,19,24,30,5,14,17,22,469,172,0,13,29,48,27,31,34,36,11,20,0,13,0,13,0,13,60,69,0,13,10,19,0,13,32,39,14,32,135,96,0,13,11,22,0,13,41,62,14,22,8,13,4,13,39,30
1500000US010890107052,Block Group 2; Census Tract 107.05; Madison County; Alabama,3342,871,1759,524,134,107,232,152,31,52,50,82,0,13,0,13,0,13,95,105,176,161,102,142,85,87,8,14,71,71,10,19,171,104,0,13,242,267,32,49,7,13,86,90,30,28,197,211,0,13,1583,473,109,113,79,75,139,127,29,40,0,13,86,109,0,13,0,13,256,198,155,71,86,85,40,44,38,57,40,37,184,122,38,60,18,30,0,13,75,54,141,151,48,39,0,13,22,25
1500000US010890107061,Block Group 1; Census Tract 107.06; Madison County; Alabama,655,215,304,119,0,13,0,13,30,42,15,26,38,36,15,23,0,13,8,16,0,13,0,13,16,26,75,69,0,13,25,24,0,13,26,30,17,27,13,20,5,13,21,31,0,13,0,13,0,13,351,126,21,35,8,15,17,30,15,24,0,13,0,13,0,13,0,13,0,13,16,23,17,30,33,37,47,58,50,43,13,22,6,13,24,27,0,13,29,36,55,61,0,13,0,13,0,13
1500000US010890107062,Block Group 2; Census Tract 107.06; Madison County; Alabama,1672,519,846,304,151,133,64,69,86,87,0,13,0,13,39,54,39,54,0,13,33,41,28,45,6,14,137,101,0,13,72,52,112,107,16,19,49,47,14,22,0,13,0,13,0,13,0,13,0,13,826,320,10,16,107,116,152,177,0,13,0,13,0,13,0,13,20,32,51,64,8,16,107,77,34,46,94,98,26,33,65,83,25,23,9,15,23,36,49,44,0,13,19,31,13,21,14,22
1500000US010890107063,Block Group 3; Census Tract 107.06; Madison County; Alabama,1999,350,878,177,10,19,14,27,19,26,102,94,0,13,0,13,0,13,20,33,63,65,37,36,10,17,60,49,99,76,30,36,90,75,12,19,109,90,48,45,68,57,51,52,11,17,0,13,25,27,1121,233,34,59,44,52,30,39,68,79,49,77,29,48,9,16,0,13,49,54,45,44,28,36,103,80,69,56,97,65,91,75,51,40,91,90,15,22,55,52,75,49,20,26,21,24,48,55
1500000US010890108011,Block Group 1; Census Tract 108.01; Madison County; Alabama,2035,510,1025,332,39,64,16,27,150,138,80,80,37,42,27,40,18,29,12,21,92,114,35,47,27,33,109,75,92,75,59,52,68,55,46,50,43,52,14,22,13,27,17,28,15,26,16,27,0,13,1010,249,16,30,14,24,149,99,23,28,0,13,0,13,22,33,19,30,23,38,49,55,89,55,129,93,43,56,93,62,38,43,23,39,42,50,39,49,13,27,141,127,16,26,0,13,29,48
1500000US010890108012,Block Group 2; Census Tract 108.01; Madison County; Alabama,3132,788,1562,545,47,67,162,139,145,115,33,48,6,12,0,13,0,13,10,20,20,33,47,46,320,329,0,13,115,97,79,95,81,76,305,326,13,22,130,187,0,13,19,34,0,13,30,48,0,13,1570,348,128,75,64,55,178,121,128,111,25,49,22,37,0,13,74,90,57,51,194,250,169,87,46,52,12,24,175,120,73,70,36,42,44,50,0,13,0,13,21,39,75,97,49,59,0,13
1500000US010890108013,Block Group 3; Census Tract 108.01; Madison County; Alabama,1037,395,463,229,15,27,0,13,70,90,30,50,18,29,0,13,0,13,18,30,24,39,34,53,0,13,16,28,25,39,54,58,103,86,20,33,0,13,0,13,0,13,0,13,36,42,0,13,0,13,574,196,15,26,0,13,60,92,0,13,0,13,12,23,0,13,25,41,0,13,0,13,14,25,0,13,26,41,140,102,12,21,19,32,19,31,0,13,74,76,158,128,0,13,0,13,0,13
1500000US010890108021,Block Group 1; Census Tract 108.02; Madison County; Alabama,905,427,468,232,49,81,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,39,46,75,0,13,0,13,0,13,0,13,29,45,92,103,0,13,0,13,0,13,132,105,0,13,89,102,0,13,437,230,49,80,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,38,47,76,0,13,14,24,60,107,28,45,126,111,0,13,82,99,0,13,0,13,0,13,0,13,0,13,0,13
1500000US010890108022,Block Group 2; Census Tract 108.02; Madison County; Alabama,2458,678,1199,401,102,109,48,79,51,82,0,13,0,13,0,13,71,85,0,13,0,13,122,133,153,174,73,88,0,13,117,98,297,261,16,25,53,61,28,46,15,24,53,61,0,13,0,13,0,13,1259,435,249,178,89,134,0,13,0,13,0,13,0,13,0,13,27,45,219,189,44,58,69,104,45,73,51,64,75,81,308,253,0,13,0,13,16,26,0,13,29,48,23,40,0,13,15,25
1500000US010890108023,Block Group 3; Census Tract 108.02; Madison County; Alabama,1621,515,773,286,0,13,0,13,51,78,71,89,0,13,0,13,25,45,34,44,0,13,0,13,97,130,42,40,38,47,68,77,16,28,26,45,0,13,25,42,77,109,44,54,71,62,88,141,0,13,848,295,20,36,0,13,72,73,0,13,0,13,0,13,0,13,0,13,0,13,40,49,76,117,58,71,25,40,62,78,46,58,0,13,42,54,0,13,18,29,65,62,196,204,106,163,22,37
1500000US010890109021,Block Group 1; Census Tract 109.02; Madison County; Alabama,889,183,381,85,2,5,23,18,10,8,21,19,22,31,0,13,12,15,6,6,50,44,37,30,17,15,28,20,8,6,14,14,33,22,10,11,27,18,0,13,5,7,20,14,21,18,9,14,6,7,508,118,33,38,60,52,7,9,9,9,7,12,0,13,3,5,36,36,42,38,48,30,15,14,14,12,21,19,24,18,45,35,16,13,22,18,17,17,18,17,30,18,17,12,17,14,7,7
1500000US010890109022,Block Group 2; Census Tract 109.02; Madison County; Alabama,471,162,230,104,0,13,10,16,0,13,32,32,0,13,0,13,0,13,9,14,0,13,5,9,40,27,11,17,10,14,19,20,9,12,46,47,9,13,18,19,0,13,5,8,0,13,7,11,0,13,241,74,0,13,10,15,19,25,0,13,0,13,0,13,0,13,0,13,15,17,0,13,10,16,20,22,19,19,16,17,19,21,15,18,10,14,2,4,8,13,26,23,26,19,26,29,0,13
1500000US010890109023,Block Group 3; Census Tract 109.02; Madison County; Alabama,1092,362,549,217,29,39,71,46,16,22,17,22,0,13,0,13,8,12,11,11,22,24,0,13,13,20,68,47,0,13,24,21,34,40,37,45,25,21,15,17,19,21,119,135,7,12,9,14,5,8,543,169,21,32,15,19,28,38,25,39,5,8,0,13,7,11,0,13,20,24,0,13,11,17,28,22,0,13,16,17,68,44,43,40,16,18,11,17,136,128,89,52,0,13,4,7,0,13
1500000US010890109031,Block Group 1; Census Tract 109.03; Madison County; Alabama,1752,491,765,249,70,68,41,58,37,62,30,53,0,13,14,25,0,13,0,13,32,44,57,61,208,210,68,73,41,46,13,23,0,13,0,13,18,37,15,25,40,65,15,27,66,59,0,13,0,13,987,319,107,85,4,13,38,55,51,55,34,42,0,13,15,25,12,23,20,38,220,163,22,37,64,67,0,13,157,148,0,13,0,13,38,58,87,92,9,17,95,84,14,30,0,13,0,13
1500000US010890109032,Block Group 2; Census Tract 109.03; Madison County; Alabama,1620,586,930,435,161,197,104,115,31,47,104,116,0,13,0,13,0,13,0,13,0,13,119,125,81,113,0,13,28,43,11,19,70,96,13,21,0,13,29,48,14,24,62,60,103,120,0,13,0,13,690,232,0,13,54,55,60,57,0,13,0,13,0,13,0,13,0,13,0,13,181,150,0,13,61,59,0,13,48,55,0,13,0,13,50,78,28,44,21,31,165,156,22,37,0,13,0,13
1500000US010890109033,Block Group 3; Census Tract 109.03; Madison County; Alabama,3208,867,1403,390,78,93,130,111,147,141,17,28,20,29,24,41,0,13,112,117,157,164,20,31,22,35,139,98,189,118,51,67,115,103,0,13,39,49,0,13,65,82,34,58,44,47,0,13,0,13,1805,666,54,69,282,339,295,152,76,92,8,18,0,13,0,13,21,34,173,223,66,62,170,141,234,117,106,116,0,13,59,59,28,48,132,116,14,26,0,13,42,47,45,54,0,13,0,13
1500000US010890109041,Block Group 1; Census Tract 109.04; Madison County; Alabama,2597,378,1297,187,38,43,278,170,42,49,71,64,0,13,0,13,0,13,0,13,19,24,44,39,97,109,153,99,68,60,262,197,58,49,25,29,11,19,0,13,12,20,51,80,13,21,10,16,45,71,1300,249,57,51,130,108,31,39,27,31,17,31,0,13,19,31,8,14,27,34,44,42,61,79,234,158,233,209,76,49,72,63,11,19,0,13,0,13,31,36,42,37,168,165,12,19,0,13
1500000US010890109042,Block Group 2; Census Tract 109.04; Madison County; Alabama,1193,477,716,297,24,30,26,37,152,137,55,62,6,11,0,13,9,15,0,13,16,27,0,13,24,26,38,61,63,65,32,30,102,77,70,93,14,24,9,15,14,23,54,86,0,13,8,14,0,13,477,211,24,30,0,13,7,12,86,93,4,7,0,13,0,13,0,13,10,18,15,18,6,10,78,94,29,31,64,47,111,108,10,17,9,15,12,21,0,13,0,13,0,13,12,20,0,13
1500000US010890109051,Block Group 1; Census Tract 109.05; Madison County; Alabama,2578,1024,1370,617,116,124,76,73,100,118,87,119,106,137,0,13,0,13,0,13,20,33,60,75,64,77,75,72,119,114,324,394,40,47,50,42,0,13,73,63,0,13,49,55,11,18,0,13,0,13,1208,437,96,98,0,13,123,132,78,86,34,54,0,13,0,13,0,13,56,86,22,38,41,64,68,65,140,116,276,333,10,18,68,45,0,13,0,13,31,50,58,66,69,73,24,40,14,24
1500000US010890109052,Block Group 2; Census Tract 109.05; Madison County; Alabama,1841,591,841,295,0,13,0,13,97,153,16,24,0,13,0,13,28,47,0,13,0,13,0,13,86,99,109,121,45,71,54,60,68,80,18,29,76,85,0,13,56,55,32,37,28,33,35,34,93,63,1000,371,72,108,71,104,85,115,0,13,0,13,0,13,0,13,22,35,0,13,0,13,92,115,83,113,92,89,51,58,45,69,28,47,57,54,43,64,33,35,77,64,70,54,42,50,37,35
1500000US010890109053,Block Group 3; Census Tract 109.05; Madison County; Alabama,3575,779,1950,439,131,103,81,97,304,229,42,51,0,13,52,94,0,13,0,13,90,90,57,73,161,121,46,50,102,105,251,182,188,108,75,82,39,45,105,94,74,108,32,39,52,56,31,45,37,56,1625,390,90,91,77,88,44,66,105,135,9,17,0,13,0,13,63,108,60,65,183,116,23,39,96,94,82,79,89,87,245,118,85,93,78,82,4,17,97,125,62,91,49,54,68,72,16,26
1500000US010890110121,Block Group 1; Census Tract 110.12; Madison County; Alabama,2250,433,1129,218,10,19,141,90,14,24,88,91,12,22,0,13,0,13,41,48,0,13,5,11,70,81,64,54,64,77,62,48,202,122,93,62,48,41,19,31,54,52,34,38,74,91,0,13,34,39,1121,269,73,82,89,67,25,29,43,45,54,64,0,13,0,13,0,13,84,105,100,95,75,56,58,49,77,82,108,55,91,93,14,23,52,44,0,13,36,49,87,74,28,39,13,22,14,22
1500000US010890110122,Block Group 2; Census Tract 110.12; Madison County; Alabama,1952,498,970,273,45,43,28,31,98,88,75,81,21,26,0,13,0,13,62,61,19,33,35,42,72,57,35,42,22,32,46,51,50,42,77,79,33,42,17,27,110,103,42,55,67,61,16,27,0,13,982,259,58,48,79,59,45,67,33,48,0,13,0,13,0,13,0,13,14,24,48,47,60,59,36,42,62,58,62,61,52,40,43,52,137,95,36,43,46,59,52,68,60,69,59,67,0,13
1500000US010890110123,Block Group 3; Census Tract 110.12; Madison County; Alabama,1541,378,796,209,27,37,105,71,123,79,0,13,20,30,0,13,0,13,24,37,25,42,24,23,70,64,81,60,56,54,80,53,44,50,13,21,8,18,0,13,0,13,58,53,38,39,0,13,0,13,745,188,51,40,33,44,61,56,88,54,0,13,0,13,0,13,22,37,22,37,80,55,44,44,57,48,72,53,75,54,34,41,0,13,20,29,0,13,31,36,55,54,0,13,0,13,0,13
1500000US010890110131,Block Group 1; Census Tract 110.13; Madison County; Alabama,1006,244,503,147,15,17,17,22,22,25,0,13,28,38,0,13,0,13,12,19,95,81,24,28,34,34,36,32,22,29,16,23,31,24,22,24,17,26,10,15,11,17,47,37,44,38,0,13,0,13,503,157,24,35,9,16,21,23,25,46,7,12,0,13,0,13,8,12,21,31,29,31,23,28,15,18,89,71,26,35,49,31,21,33,19,20,0,13,10,18,80,65,27,22,0,13,0,13
1500000US010890110132,Block Group 2; Census Tract 110.13; Madison County; Alabama,2343,484,1337,280,102,93,48,40,81,76,91,65,60,63,0,13,10,16,0,13,28,31,50,54,128,88,103,94,67,62,160,86,156,79,51,45,9,16,21,26,0,13,70,52,49,45,41,27,12,17,1006,245,45,42,54,43,43,47,100,69,4,6,0,13,11,17,27,29,0,13,101,71,24,41,115,97,121,70,48,47,115,78,30,34,43,40,53,51,0,13,24,23,31,23,9,15,8,12
1500000US010890110133,Block Group 3; Census Tract 110.13; Madison County; Alabama,1265,350,604,234,0,13,0,13,103,141,47,57,12,17,0,13,0,13,34,39,0,13,28,48,38,35,50,54,23,29,77,89,48,48,43,55,15,20,59,55,8,13,19,21,0,13,0,13,0,13,661,166,0,13,7,13,27,35,49,50,17,26,0,13,0,13,56,40,18,27,85,90,29,45,131,87,14,23,16,19,45,45,37,41,63,56,9,13,14,27,19,21,0,13,5,8,20,22
1500000US010890110211,Block Group 1; Census Tract 110.21; Madison County; Alabama,1204,472,736,299,13,22,42,64,62,81,0,13,0,13,57,77,0,13,79,85,59,78,41,49,24,39,122,97,29,46,59,64,68,61,46,71,20,32,15,24,0,13,0,13,0,13,0,13,0,13,468,206,19,29,21,35,9,14,6,12,76,100,0,13,0,13,0,13,29,46,48,42,21,35,84,83,0,13,0,13,89,71,15,25,19,31,0,13,18,29,0,13,14,23,0,13,0,13
1500000US010890110212,Block Group 2; Census Tract 110.21; Madison County; Alabama,1941,589,1007,347,167,137,51,57,5,12,50,81,34,50,0,13,10,17,14,24,194,104,90,96,14,20,95,115,32,48,22,35,59,57,17,31,56,62,82,91,0,13,0,13,0,13,15,25,0,13,934,290,61,95,0,13,36,39,15,23,0,13,24,45,34,51,34,42,129,87,18,28,83,110,32,42,31,37,73,60,76,82,0,13,192,157,0,13,0,13,81,103,15,24,0,13,0,13
1500000US010890110213,Block Group 3; Census Tract 110.21; Madison County; Alabama,1490,521,461,254,26,39,11,18,38,58,92,118,0,13,0,13,29,47,18,30,60,95,55,91,23,36,33,51,47,46,29,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1029,396,4,9,66,107,0,13,0,13,25,36,76,118,48,76,67,63,134,149,326,286,94,113,0,13,0,13,18,31,0,13,0,13,23,37,0,13,0,13,68,62,63,66,0,13,17,31
1500000US010890110231,Block Group 1; Census Tract 110.23; Madison County; Alabama,1197,427,498,193,31,35,36,62,60,68,17,28,22,39,0,13,0,13,0,13,28,35,25,27,23,37,15,26,34,52,30,39,49,38,33,37,14,24,49,79,0,13,0,13,0,13,0,13,32,37,699,296,63,72,67,80,118,123,0,13,0,13,16,26,14,22,0,13,24,31,32,39,78,71,24,28,35,54,36,36,45,42,9,17,0,13,39,42,0,13,0,13,0,13,14,24,85,74
1500000US010890110232,Block Group 2; Census Tract 110.23; Madison County; Alabama,1986,512,1110,297,73,78,159,136,83,124,21,40,29,26,13,22,0,13,16,18,45,36,36,41,79,69,21,30,17,30,180,92,179,109,0,13,74,60,24,39,0,13,15,27,14,22,32,37,0,13,876,243,63,63,66,74,50,48,16,26,0,13,0,13,0,13,0,13,0,13,53,49,61,70,78,75,41,47,100,55,135,67,30,33,17,26,80,82,0,13,15,27,9,16,22,33,40,45
1500000US010890110233,Block Group 3; Census Tract 110.23; Madison County; Alabama,3550,607,1955,417,108,85,272,170,131,67,123,96,32,45,0,13,17,22,63,82,38,46,67,57,419,183,46,66,90,56,158,87,113,90,15,25,36,41,53,53,58,63,73,52,43,53,0,13,0,13,1595,292,165,82,135,110,102,67,78,88,0,13,0,13,0,13,0,13,24,40,176,107,225,117,49,60,141,67,134,91,65,54,31,35,100,66,31,48,42,47,71,59,26,42,0,13,0,13
1500000US010890110241,Block Group 1; Census Tract 110.24; Madison County; Alabama,2560,456,1183,238,87,95,156,69,57,50,21,31,19,22,38,39,16,25,23,26,37,42,23,29,110,78,142,82,37,44,130,68,133,113,75,49,41,36,0,13,28,34,0,13,0,13,10,15,0,13,1377,268,111,84,193,78,63,54,161,141,8,14,0,13,0,13,43,46,55,57,66,50,72,51,121,70,186,119,28,33,71,51,62,49,68,44,27,29,0,13,15,24,0,13,24,30,3,6
